제품,종이,사이즈,도수,Pro_id
카드봉투,모조지 백색 100g,195*135,단면1도,E25MOB100EMJ0S0
카드봉투,모조지 백색 100g,195*135,단면2도,E25MOB100EMJ0D0
카드봉투,모조지 백색 100g,180*130,단면1도,E25MOB100EMK0S0
카드봉투,모조지 백색 100g,180*130,단면2도,E25MOB100EMK0D0
카드봉투,모조지 백색 100g,180*120,단면1도,E25MOB100EML0S0
카드봉투,모조지 백색 100g,180*120,단면2도,E25MOB100EML0D0
카드봉투,모조지 백색 100g,185*105,단면1도,E25MOB100EMO0S0
카드봉투,모조지 백색 100g,185*105,단면2도,E25MOB100EMO0D0
카드봉투,모조지 백색 100g,165*115,단면1도,E25MOB100EMN0S0
카드봉투,모조지 백색 100g,165*115,단면2도,E25MOB100EMN0D0
