제품,종이,사이즈,도수,Pro_id
자켓봉투,레자크 #91(체크) 백색 110g,220*105(A4 자켓형 소봉투),단면칼라4도,E10L4B110EC74S0
자켓봉투,레자크 #92(줄) 백색 110g,220*105(A4 자켓형 소봉투),단면칼라4도,E10L5B110EC74S0
자켓봉투,모조지 백색 100g,220*105(A4 자켓형 소봉투),단면칼라4도,E10MOB100EC74S0
자켓봉투,모조지 백색 120g,220*105(A4 자켓형 소봉투),단면칼라4도,E10MOB120EC74S0
