제품,종이,사이즈,도수,Pro_id
고품격무코팅명함,스노우지 백색 250g,90*50,단면칼라4도,N14SWB250N034S0
고품격무코팅명함,스노우지 백색 250g,90*50,단면칼라4도+뒷면먹1도,N14SWB250N035D0
고품격무코팅명함,스노우지 백색 250g,90*50,양면칼라8도,N14SWB250N038D0
