제품,종이,사이즈,도수,Pro_id
대봉투,레자크 #91(체크) 백색 110g,330*245(5절 대봉투),단면칼라4도,E10L4B110EC14S0
대봉투,레자크 #92(줄) 백색 110g,330*245(5절 대봉투),단면칼라4도,E10L5B110EC14S0
대봉투,모조지 백색 120g,330*245(5절 대봉투),단면칼라4도,E10MOB120EC14S0
대봉투,모조지 백색 150g,330*245(5절 대봉투),단면칼라4도,E10MOB150EC14S0
