카테고리명,카테고리 분류코드,종이 분류코드,사이즈 분류코드,도수 분류코드,수량,가격,비고
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,441,147,,0,3.0수량없음
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,441,148,,0,3.0수량없음
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,441,149,,0,3.0수량없음
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,442,147,,0,3.0수량없음
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,442,148,,0,3.0수량없음
사각봉투,006002004,0,0,0,0,0,종이 안 맞음
사각봉투,006002004,,442,149,,0,3.0수량없음
