제품,종이,사이즈,도수,Pro_id
고품격코팅명함,스노우지 백색 250g,90*50,단면칼라4도,N13SWB250N034S1
고품격코팅명함,스노우지 백색 250g,90*50,단면칼라4도+뒷면먹1도,N13SWB250N035D1
고품격코팅명함,스노우지 백색 250g,90*50,양면칼라8도,N13SWB250N038D1
