제품,종이,사이즈,도수,Pro_id
수강료봉투,레자크 #64 백색 100g,200*110(수강료형),단면1도,E27L1B100EMR0S0
수강료봉투,레자크 #64 백색 100g,200*110(수강료형),단면2도,E27L1B100EMR0D0
수강료봉투,레자크 #64 백색 100g,200*110(수강료형),양면2도,E27L1B100EMR0D0
수강료봉투,레자크 #64 크림 100g,200*110(수강료형),단면1도,E27L1C100EMR0S0
수강료봉투,레자크 #64 크림 100g,200*110(수강료형),단면2도,E27L1C100EMR0D0
수강료봉투,레자크 #64 크림 100g,200*110(수강료형),양면2도,E27L1C100EMR0D0
수강료봉투,레자크 #75 하늘 100g,200*110(수강료형),단면1도,E27L2A100EMR0S0
수강료봉투,레자크 #75 하늘 100g,200*110(수강료형),단면2도,E27L2A100EMR0D0
수강료봉투,레자크 #75 하늘 100g,200*110(수강료형),양면2도,E27L2A100EMR0D0
