제품,종이,사이즈,도수,Pro_id
"비디오, 카세트",아트지 백색 90g,77*45,단면칼라4도,S30S1XXXXSZ14S1
"비디오, 카세트",아트지 백색 90g,148*19,단면칼라4도,S30S1XXXXSZ24S1
"비디오, 카세트",아트지 백색 90g,88*40,단면칼라4도,S30S1XXXXSZ34S1
"비디오, 카세트",아트지 백색 90g,117*117,단면칼라4도,S30S1XXXXSZ44S1
