제품,종이,사이즈,도수,Pro_id
타원도무송,아트지 백색 90g,60*53,단면칼라4도,S30S1XXXXSO14S1
타원도무송,아트지 백색 90g,60*63,단면칼라4도,S30S1XXXXSO24S1
타원도무송,아트지 백색 90g,60*73,단면칼라4도,S30S1XXXXSO34S1
타원도무송,아트지 백색 90g,65*63,단면칼라4도,S30S1XXXXSO44S1
타원도무송,아트지 백색 90g,65*73,단면칼라4도,S30S1XXXXSO54S1
타원도무송,아트지 백색 90g,70*63,단면칼라4도,S30S1XXXXSO64S1
타원도무송,아트지 백색 90g,70*73,단면칼라4도,S30S1XXXXSO74S1
