제품,종이,사이즈,도수,Pro_id
장교봉투,모조지 백색 100g,235*105(장교A),단면1도,E29MOB100EMP0S0
장교봉투,모조지 백색 100g,235*105(장교A),단면2도,E29MOB100EMP0D0
장교봉투,모조지 백색 100g,235*105(장교A),양면2도,E29MOB100EMP0D0
장교봉투,모조지 백색 100g,185*95(장교C),단면1도,E29MOB100EMQ0S0
장교봉투,모조지 백색 100g,185*95(장교C),단면2도,E29MOB100EMQ0D0
장교봉투,모조지 백색 100g,185*95(장교C),양면2도,E29MOB100EMQ0D0
