제품,종이,사이즈,도수,Pro_id
창봉투,모조지 백색 100g,220*105,단면1도,E30MOB100EMU0S0
창봉투,모조지 백색 100g,220*105,단면2도,E30MOB100EMU0D0
창봉투,모조지 백색 100g,220*105,양면2도,E30MOB100EMU0D0
