제품,종이,사이즈,도수,Pro_id
복권,스노우지 백색 250g,86*52,단면칼라4도,O01ATB216ON14S1
복권,스노우지 백색 250g,86*52,단면칼라4도+뒷면먹1도,O01ATB216ON15D1
복권,스노우지 백색 250g,86*52,양면칼라8도,O01ATB216ON18D1
